NVEncC, VBR HEVC normal, 6000, 6160.43, 0.99291, 96.197698, 418.01
NVEncC, VBR HEVC normal, 8000, 8181.92, 0.99405, 96.895899, 410.32
NVEncC, VBR HEVC normal, 10000, 10155.13, 0.994823, 97.325148, 399.89
NVEncC, VBR HEVC normal, 12000, 12208.70, 0.99541, 97.635172, 391.67
NVEncC, VBR HEVC normal, 14000, 13932.22, 0.995837, 97.843021, 387.63
NVEncC, VBR HEVC normal, 16000, 15618.52, 0.996171, 97.992629, 381.30
NVEncC, VBR HEVC normal, 18000, 16678.74, 0.996372, 98.06693, 376.41
NVEncC, VBR HEVC 10bit quality, 400, 378.44, 0.958533, 75.945616, 203.16
NVEncC, VBR HEVC 10bit quality, 800, 887.54, 0.97867, 87.336106, 192.93
NVEncC, VBR HEVC 10bit quality, 1200, 1274.25, 0.982858, 89.971883, 185.65
NVEncC, VBR HEVC 10bit quality, 1600, 1688.31, 0.985818, 91.653738, 178.08
NVEncC, VBR HEVC 10bit quality, 2000, 2114.97, 0.987729, 92.731912, 172.30
NVEncC, VBR HEVC 10bit quality, 4000, 4137.81, 0.99181, 95.156685, 154.63
NVEncC, VBR HEVC 10bit quality, 6000, 6145.69, 0.993646, 96.195408, 142.43
NVEncC, VBR HEVC 10bit quality, 8000, 8165.14, 0.994769, 96.773685, 134.93
NVEncC, VBR HEVC 10bit quality, 10000, 10145.92, 0.995538, 97.133554, 129.09
NVEncC, VBR HEVC 10bit quality, 12000, 12066.15, 0.996093, 97.374506, 123.71
NVEncC, VBR HEVC 10bit quality, 14000, 13895.22, 0.996501, 97.54382, 119.96
NVEncC, VBR HEVC 10bit quality, 16000, 15288.72, 0.996775, 97.646957, 116.95
NVEncC, VBR HEVC 10bit quality, 18000, 16297.33, 0.996982, 97.708183, 114.48
NVEncC, VBR HEVC 10bit normal, 400, 379.02, 0.958942, 75.81619, 375.94
NVEncC, VBR HEVC 10bit normal, 800, 895.72, 0.978771, 87.381658, 366.97
NVEncC, VBR HEVC 10bit normal, 1200, 1269.08, 0.982897, 89.947626, 379.42
NVEncC, VBR HEVC 10bit normal, 1600, 1692.84, 0.985714, 91.616074, 370.88
NVEncC, VBR HEVC 10bit normal, 2000, 2116.90, 0.987608, 92.687375, 371.64
NVEncC, VBR HEVC 10bit normal, 4000, 4155.37, 0.991728, 95.152194, 368.24
NVEncC, VBR HEVC 10bit normal, 6000, 6166.94, 0.993575, 96.185877, 376.47
NVEncC, VBR HEVC 10bit normal, 8000, 8177.50, 0.994714, 96.768491, 371.79
NVEncC, VBR HEVC 10bit normal, 10000, 10145.38, 0.995482, 97.124944, 375.51
NVEncC, VBR HEVC 10bit normal, 12000, 12059.66, 0.996038, 97.366181, 370.91
NVEncC, VBR HEVC 10bit normal, 14000, 13880.70, 0.996455, 97.538667, 375.54
NVEncC, VBR HEVC 10bit normal, 16000, 15275.15, 0.996714, 97.640963, 366.70
NVEncC, VBR HEVC 10bit normal, 18000, 16306.00, 0.996942, 97.708507, 369.50
