x264, medium crf, 16, 10162.86, 0.995113, 98.703962, 222.14
x264, medium crf, 20, 6369.43, 0.99276, 97.910992, 241.57
x264, medium crf, 24, 4052.42, 0.989209, 96.213902, 262.02
x264, medium crf, 28, 2588.64, 0.98371, 92.645365, 273.62
x264, medium crf, 32, 1678.17, 0.975717, 86.237617, 286.25
x264, medium crf, 36, 1127.55, 0.964713, 76.275741, 295.36
x264, medium crf, 40, 772.39, 0.949544, 62.762584, 302.32
x264, veryslow crf, 16, 9003.13, 0.995279, 98.757566, 39.10
x264, veryslow crf, 20, 5585.68, 0.99277, 98.020159, 44.20
x264, veryslow crf, 24, 3551.68, 0.989095, 96.398358, 49.07
x264, veryslow crf, 28, 2290.37, 0.983528, 92.985808, 53.53
x264, veryslow crf, 32, 1489.82, 0.975464, 86.703102, 57.25
x264, veryslow crf, 36, 1007.55, 0.964662, 77.06472, 62.01
x264, veryslow crf, 40, 700.82, 0.950206, 64.054992, 65.86
x265, medium crf, 16, 7952.01, 0.99472, 98.642661, 79.81
x265, medium crf, 20, 4955.72, 0.992631, 97.985327, 88.51
x265, medium crf, 24, 3091.93, 0.98945, 96.625592, 96.59
x265, medium crf, 28, 1925.04, 0.984588, 93.850177, 105.90
x265, medium crf, 32, 1192.35, 0.977315, 88.706724, 112.92
x265, medium crf, 36, 744.75, 0.966943, 80.457433, 108.43
x265, medium crf, 40, 465.87, 0.952778, 68.571043, 114.24
x265, medium 10bit crf, 16, 7793.56, 0.995672, 98.463377, 52.54
x265, medium 10bit crf, 20, 4866.57, 0.993693, 97.914473, 57.96
x265, medium 10bit crf, 24, 3047.20, 0.990536, 96.814349, 63.72
x265, medium 10bit crf, 28, 1896.93, 0.985595, 94.689814, 69.44
x265, medium 10bit crf, 32, 1173.26, 0.978275, 90.964259, 75.87
x265, medium 10bit crf, 36, 733.48, 0.967893, 84.965886, 81.53
x265, medium 10bit crf, 40, 458.42, 0.953709, 76.214221, 86.91
x265, veryslow crf, 16, 8064.61, 0.995543, 98.956287, 3.01
x265, veryslow crf, 20, 4995.62, 0.993769, 98.597113, 3.55
x265, veryslow crf, 24, 3142.85, 0.991165, 97.851951, 4.15
x265, veryslow crf, 28, 1972.09, 0.987207, 96.240001, 4.85
x265, veryslow crf, 32, 1224.92, 0.981311, 92.869049, 5.69
x265, veryslow crf, 36, 753.14, 0.973109, 86.945058, 6.76
x265, veryslow crf, 40, 449.48, 0.961887, 77.518025, 8.23
x265, veryslow 10bit crf, 16, 8056.75, 0.996319, 98.739158, 2.30
x265, veryslow 10bit crf, 20, 5017.77, 0.994701, 98.437707, 2.64
x265, veryslow 10bit crf, 24, 3165.64, 0.992186, 97.834475, 3.22
x265, veryslow 10bit crf, 28, 1990.91, 0.98825, 96.604325, 3.79
x265, veryslow 10bit crf, 32, 1241.81, 0.982426, 94.208861, 4.40
x265, veryslow 10bit crf, 36, 763.71, 0.974227, 90.052737, 5.14
x265, veryslow 10bit crf, 40, 454.01, 0.963115, 83.46872, 6.22
